fips,100k index
17031,1.992656601
17033,0
17035,36.80868685
17037,1.917571281
17039,12.4629228
17041,10.14661864
17043,1.610893247
17045,22.81047913
17047,46.13964934
17049,32.20178222
17051,41.45020449
17053,14.94075989
17055,7.6689469
17057,2.823024589
17059,19.4009002
17061,15.1276776
17063,13.85798339
17065,0
17067,0
17069,24.97253022
17071,29.06131938
17073,18.20034945
17075,28.43635588
17077,1.709448464
17079,0
17081,23.60804352
17083,4.52873938
17085,32.09625207
17087,15.88814744
17089,3.018750592
17091,16.21019946
17093,4.818069689
17095,11.7745873
17097,3.12933395
17099,18.1266144
17101,0
17103,8.682515151
17105,24.78164616
17107,20.54006682
17109,0
17111,3.250550481
17113,9.243425614
17115,9.395952975
17117,4.374491465
17119,7.909723687
17121,10.52266055
17123,0
17125,0
17127,13.87405136
17129,0
17131,0
17133,5.891224432
17135,10.33242867
17137,2.90275762
17139,6.807073911
17141,13.64990718
17143,3.25315746
17145,9.356462509
17147,12.1845719
17149,6.348722637
17151,0
17153,35.69898615
17155,17.42220983
17157,9.211948511
17159,18.90645088
17161,4.14066673
17163,6.828807857
17165,12.39946104
17167,5.056537142
17169,0
17171,0
17173,4.580684171
17175,36.37289492
17177,4.400749888
17179,2.987187951
17181,29.20867848
17183,7.656225277
17185,0
17187,17.32161622
17189,35.31322834
17191,12.137248
17193,14.27164652
17195,1.773527617
17197,6.393506987
17199,17.83988701
17201,4.19516172
17203,5.152195866
18001,14.21577268
18003,4.868225256
18005,13.4434556
18007,23.06539038
18009,8.243207597
18011,18.66199702
18013,6.6512358
18015,14.98980693
18017,15.77320238
18019,6.052567413
18021,11.41752362
18023,12.38934764
18025,18.89109285
18027,15.15822152
18029,18.1924764
18031,18.84445784
18033,14.04560139
18035,3.463479342
18037,2.355424071
18039,11.78931318
18041,12.89634775
18043,6.507484909
18045,18.18269977
18047,4.382428216
18049,14.8481039
18051,26.731297
18053,7.466743126
18055,9.286718136
18057,2.531091293
18059,9.47461885
18061,10.08283045
18063,4.350382274
18065,10.32260196
18067,15.78765842
18069,13.74487316
18071,22.76887768
18073,14.95358408
18075,23.83153961
18077,6.207363174
18079,21.62489458
18081,5.280528053
18083,8.0345378
18085,16.49361063
18087,20.53525133
18089,6.984192718
18091,22.61972621
18093,10.96399861
18095,6.950408066
18097,4.227704145
18099,25.75461008
18101,9.795470574
18103,25.05191313
18105,2.749991406
18107,13.07203213
18109,8.605432323
18111,49.95504046
18113,8.433409796
18115,0
18117,10.21982851
18119,4.789455535
18121,11.76069341
18123,0
18125,8.065686955
18127,7.143214304
18129,19.53460751
18131,15.78307738
18133,21.41384941
18135,23.94368445
18137,10.56553803
18139,17.97052833
18141,5.938683097
18143,4.217273954
18145,18.03288296
18147,24.33848011
18149,8.716799888
18151,29.04275093
18153,19.23539312
18155,18.78428131
18157,5.282821111
18159,19.71971709
18161,0
18163,4.410439952
18165,25.68779059
18167,9.290589191
18169,9.490607462
18171,24.23772359
18173,8.081252142
18175,10.78430668
18177,9.003466335
18179,10.74721826
18181,41.29603475
18183,5.947707753
19001,42.08399966
19003,26.84707904
19005,0
19007,15.9982082
19009,0
19011,31.21196042
19013,7.528657836
19015,3.790635614
19017,4.034633292
19019,14.21167821
19021,9.874105159
19023,6.788036764
19025,20.45115242
19027,14.74389848
19029,75.74150938
19031,27.19401297
19033,20.93743893
19035,17.45810056
19037,16.54232353
19039,32.18815047
19041,12.26632648
19043,5.659757989
19045,6.355609037
19047,0
19049,2.382205875
19051,33.81577168
19053,49.70673029
19055,17.38122827
19057,7.573539064
19059,5.867511588
19061,3.098648576
19063,0
19065,5.017259372
19067,18.91908936
19069,9.770586626
19071,0
19073,33.34222459
19075,8.110168529
19077,18.74695362
19079,13.25767619
19081,9.187629775
19083,11.65623434
19085,14.15187795
19087,5.020735638
19089,0
19091,20.89864159
19093,28.88920988
19095,18.50047485
19097,5.154692316
19099,5.418409588
19101,49.86867914
19103,1.36151673
19105,24.35128185
19107,19.61630507
19109,39.83640516
19111,17.38767562
19113,0
19115,17.82404107
19117,0
19119,25.49719531
19121,12.60430059
19123,22.50427581
19125,9.043008549
19127,12.42699143
19129,40.09462331
19131,9.406629793
19133,22.76141485
19135,12.72782812
19137,0
19139,6.982915134
19141,0
19143,32.74930408
19145,13.03509046
19147,22.09993591
19149,19.98816701
19151,14.50747135
19153,1.477541995
19155,6.423721519
19157,21.7282663
19159,40.18162093
19161,50.67088248
19163,4.647925457
19165,0
19167,17.24970675
19169,5.171807443
19171,46.72023921
19173,0
19175,0
19177,0
19179,8.514986376
19181,16.21119951
19183,22.61174725
19185,15.58652078
19187,5.437974463
19189,0
19191,4.901288059
19193,4.881696956
19195,0
19197,15.61499664
20001,39.49384686
20003,63.79178362
20005,6.113366264
20007,42.71131423
20009,18.68153218
20011,6.820817134
20013,62.04372014
20015,13.53627722
20017,227.3933146
20019,29.72298181
20021,4.915309222
20023,37.43635819
20025,97.57049468
20027,12.28259802
20029,11.05338786
20031,24.1056793
20033,0
20035,5.626068953
20037,5.120589892
20039,69.58458006
20041,5.264377014
20043,25.86585965
20045,2.5183081
20047,34.31237991
20049,0
20051,13.86145476
20053,95.5535737
20055,21.69197397
20057,26.13149368
20059,11.73901815
20061,8.576280296
20063,112.7734757
20065,0
20067,13.16829076
20069,49.555651
20071,0
20073,65.12324574
20075,38.23506921
20077,35.25471532
20079,11.58205014
20081,74.16563659
20083,107.6658053
20085,45.04910352
20087,10.61447177
20089,34.27474637
20091,2.049130639
20093,50.93465084
20095,13.42966882
20097,158.9319771
20099,14.74215963
20101,125.2661907
20103,8.738574314
20105,0
20107,10.3755966
20109,35.71683692
20111,9.025162152
20113,17.45956365
20115,49.89522004
20117,0
20119,70.68136839
20121,9.051685122
20123,16.13111369
20125,30.32766004
20127,0
20129,35.15185602
20131,9.909820632
20133,43.28576022
20135,135.8880283
20137,18.24750921
20139,0
20141,27.81022304
20143,0
20145,29.80803625
20147,37.0892367
20149,4.251953773
20151,52.23350466
20153,0
20155,9.507932785
20157,0
20159,20.52376652
20161,2.648831203
20163,39.13741145
20165,0
20167,42.99226139
20169,10.91742785
20171,40.43671654
20173,4.492533214
20175,52.8076043
20177,2.805987303
20179,79.93605116
20181,33.51318744
20183,27.35379397
20185,0
20187,96.19084263
20189,70.49948888
20191,30.14123321
20193,76.70868598
20195,104.9391353
20197,14.51252431
20199,66.56017039
20201,36.138918
20203,0
20205,34.17946498
20207,0
20209,3.653541926
21001,10.39836122
21003,28.87419513
21005,0
21007,37.07365299
21009,6.874301113
21011,24.428376
21013,11.04972376
21015,6.95309289
21017,0
21019,8.31635411
21021,0
21023,0
21025,7.619395934
21027,0
21029,10.07049345
21031,0
21033,0
21035,7.746453415
21037,3.241883405
21039,20.72710691
21041,9.352787131
21043,10.98788403
21045,12.65022138
21047,9.725220832
21049,5.579983483
21051,4.853426519
21053,49.06771344
21055,0
21057,44.65215968
21059,11.01537747
21061,0
21063,0
21065,0
21067,5.968697636
21069,0
21071,2.707253816
21073,7.956082425
21075,16.15717702
21077,34.51926175
21079,11.5568191
21081,8.031289905
21083,10.72058406
21085,15.28164064
21087,0
21089,8.380871499
21091,11.47815707
21093,13.88480059
21095,18.45004834
21097,10.71111064
21099,32.21614888
21101,13.02643063
21103,31.65478557
21105,21.88471134
21107,8.767123288
21109,0
21111,5.741031465
21113,5.727048852
21115,13.1308268
21117,3.636526729
21119,12.91389018
21121,9.540770894
21123,21.2077083
21125,14.95657607
21127,25.34308197
21129,0
21131,9.548180117
21133,17.65521138
21135,22.17622708
21137,8.179290038
21139,21.59407459
21141,11.17551519
21143,36.09673926
21145,9.195655972
21147,0
21149,10.72662133
21151,6.694919226
21153,7.902139899
21155,10.41362936
21157,25.66537484
21159,8.39757478
21161,5.839620658
21163,3.535417816
21165,15.61134008
21167,4.656100423
21169,49.89522004
21171,0
21173,21.64049369
21175,7.521964135
21177,9.650460327
21179,11.01938089
21181,14.0658846
21183,20.78017073
21185,9.174199704
21187,9.304749144
21189,22.42655304
21191,20.61912355
21193,11.11786418
21195,9.916044159
21197,32.51556683
21199,6.237544404
21201,0
21203,17.80817039
21205,8.174943797
21207,5.63354891
21209,7.475266213
21211,12.89257903
21213,22.19879017
21215,10.88601256
21217,11.76978304
21219,0
21221,6.970875681
21223,0
21225,0
21227,11.08017456
21229,0
21231,14.56126897
21233,7.623926932
21235,16.64585934
21237,27.67859614
21239,7.666360012
22001,12.78343267
22003,11.70275015
22005,11.5464108
22007,4.403424103
22009,2.447525063
22011,19.02597861
22013,29.25730335
22015,4.759464592
22017,7.65169485
22019,10.48709039
22021,0
22023,0
22025,0
22027,18.59726992
22029,9.989111868
22031,11.02576353
22033,5.845647039
22035,13.86501026
22037,35.93576738
22039,2.970744112
22041,14.76261712
22043,17.91007352
22045,8.256979212
22047,21.24688885
22049,12.55634661
22051,2.757562039
22053,31.78983107
22055,4.99512559
22057,13.24341395
22059,33.48333869
22061,12.67491381
22063,7.256715001
22065,52.26754012
22067,3.851308675
22069,7.699810071
22071,5.133412251
22073,4.484023425
22075,0
22077,22.5909058
22079,6.845085077
22081,11.58963423
22083,19.53372987
22085,24.96214075
22087,6.563775834
22089,9.489790883
22091,28.91622007
22093,18.69857891
22095,11.51622636
22097,11.97851533
22099,14.89835597
22101,5.796720602
22103,7.536147728
22105,11.49363636
22107,21.43622722
22109,2.662922007
22111,22.27886004
22113,3.340593557
22115,7.885875608
22117,17.21903909
22119,20.1864216
22121,50.29752923
22123,0
22125,12.99511384
22127,20.69507871
23001,4.654704696
23003,4.392283636
23005,5.1559893
23007,16.6762277
23009,5.504667958
23011,3.291113828
23013,7.540947344
23015,11.73578063
23017,8.70785832
23019,1.973879001
23021,5.921714929
23023,8.499643015
23025,5.920663114
23027,7.61371077
23029,15.81888015
23031,3.941795448
24001,2.779105573
24003,2.996877958
24005,3.746030718
24009,3.292585755
24011,27.37742518
24013,5.971054715
24015,14.64551984
24017,3.171614809
24019,3.100736735
24021,9.670042049
24023,13.62332859
24025,6.37459342
24027,4.125690101
24029,10.20054267
24031,1.059408345
24033,4.742255125
24035,16.22303428
24037,5.377741528
24039,19.44027559
24041,10.74275401
24043,10.68742878
24045,5.877236288
24047,7.748274072
24510,2.438818974
25001,1.871297754
25003,5.502841825
25005,1.967760217
25007,0
25009,1.538066768
25011,7.062106994
25013,2.347980033
25015,2.483709967
25017,1.568873155
25019,0
25021,1.433630506
25023,2.342081267
25025,1.77091898
25027,3.650731144
26001,0
26003,0
26005,7.812757712
26007,6.989145856
26009,8.631553507
26011,0
26013,0
26015,3.328407291
26017,4.776087467
26019,11.3918571
26021,5.819652838
26023,9.183621929
26025,7.443754987
26027,11.6553739
26029,0
26031,7.846214202
26033,2.644802962
26035,0
26037,5.137360167
26039,0
26041,11.05436537
26043,0
26045,3.665359966
26047,6.057742401
26049,3.664933235
26051,3.954163339
26053,0
26055,6.540678661
26057,2.435057029
26059,13.09426122
26061,11.04136648
26063,3.168487491
26065,2.074463561
26067,4.672387746
26069,7.918346016
26071,8.92219843
26073,2.827542526
26075,5.037206063
26077,4.206150309
26079,22.92053451
26081,3.888044233
26083,0
26085,0
26087,3.403089097
26089,9.251121699
26091,9.142717825
26093,4.775528916
26095,15.68578241
26097,18.48736389
26099,1.382319989
26101,4.093595978
26103,4.484264715
26105,10.39068994
26107,2.314771949
26109,12.91856139
26111,3.596147806
26113,20.00026667
26115,12.70084039
26117,9.494181649
26119,0
26121,3.467518597
26123,6.233558988
26125,1.759664397
26127,7.578053956
26129,4.787071078
26131,33.49186148
26133,0
26135,0
26137,20.51029617
26139,3.524045266
26141,0
26143,0
26145,5.706483395
26147,5.017750292
26149,16.43488007
26151,9.66351636
26153,12.41249193
26155,4.380994661
26157,9.385335601
26159,10.62877155
26161,4.104144584
26163,3.689478504
26165,18.12677869
27001,6.318396644
27003,3.167806789
27005,2.96048931
27007,2.169564482
27009,12.56969898
27011,0
27013,10.55418519
27015,11.89711376
27017,8.443093549
27019,0.995994112
27021,3.445448218
27023,24.99291867
27025,1.826190494
27027,9.546691276
27029,11.34327004
27031,0
27033,35.20878811
27035,6.26695996
27037,2.870855979
27039,9.727910348
27041,2.688172043
27043,14.39739695
27045,14.36093825
27047,19.63672067
27049,6.496093682
27051,388.185654
27053,0.161958453
27055,5.356875013
27057,33.57732859
27059,0
27061,4.426698303
27063,0
27065,6.244068135
27067,14.05218043
27069,0
27071,7.912519188
27073,14.76145489
27075,9.476876422
27077,26.31301968
27079,3.56788617
27081,17.53709095
27083,11.62007019
27085,2.792656431
27087,36.39142618
27089,10.65144221
27091,15.02674761
27093,21.6587107
27095,15.55076937
27097,3.034882945
27099,5.040551235
27101,35.9522554
27103,5.921820131
27105,22.99083126
27107,60.96817461
27109,1.30582909
27111,8.629289188
27113,7.051688879
27115,24.03532506
27117,0
27119,0
27121,0
27123,0.369728549
27125,0
27127,32.60897921
27129,33.94617495
27131,7.5999392
27133,53.10900091
27135,19.39964563
27137,3.998492568
27139,3.489061791
27141,1.073041967
27143,13.41777587
27145,6.368153121
27147,8.185494213
27149,0
27151,21.27025992
27153,12.27948099
27155,0
27157,13.95115237
27159,22.00187749
27161,15.95557967
27163,2.765154627
27165,9.100340353
27167,0
27169,3.933910307
27171,6.027609465
27173,30.40006485
28001,0
28003,8.075326647
28005,56.12032197
28007,10.77226358
28009,72.82437189
28011,9.234747276
28013,0
28015,19.74801532
28017,28.97979529
28019,0
28021,10.95866392
28023,25.13067953
28025,5.048975058
28027,21.00963922
28029,48.80871863
28031,62.8884673
28033,6.245110362
28035,19.89147213
28037,64.55777921
28039,21.11397323
28041,14.49695564
28043,18.81821603
28045,10.72248075
28047,2.468482417
28049,7.453811216
28051,11.08807256
28053,35.14938489
28055,0
28057,25.57195949
28059,11.27246391
28061,42.333418
28063,13.61878303
28065,8.713533861
28067,16.07914447
28069,0
28071,9.39976839
28073,4.891474486
28075,10.34829783
28077,7.911016882
28079,8.74454559
28081,9.418701302
28083,10.0918357
28085,14.5196887
28087,16.83745458
28089,8.697702647
28091,23.79970171
28093,39.1334731
28095,2.790661331
28097,29.45218928
28099,20.40816327
28101,9.30345065
28103,18.46756173
28105,2.024029276
28107,11.68176535
28109,19.95066744
28111,33.27122704
28113,15.12706737
28115,15.95405233
28117,11.85274154
28119,0
28121,9.252637993
28123,35.19119376
28125,0
28127,14.78251229
28129,24.89419965
28131,10.97297357
28133,15.02313563
28135,0
28137,10.56732442
28139,13.63078741
28141,20.56534123
28143,19.68310206
28145,17.62089697
28147,13.70989855
28149,14.88380005
28151,12.74518551
28153,29.37173851
28155,0
28157,55.63963322
28159,16.34182745
28161,40.29983074
28163,21.28640863
29001,7.872590003
29003,22.96659509
29005,113.8131189
29007,7.773088015
29009,2.821941157
29011,0
29013,30.55300947
29015,10.52953007
29017,8.142659393
29019,9.652608305
29021,5.623828838
29023,9.361016981
29025,22.1371173
29027,11.14394861
29029,11.08244452
29031,7.663050558
29033,11.3163136
29035,32.21857078
29037,8.771331391
29039,21.53687112
29041,0
29043,3.558575336
29045,29.42388042
29047,5.01823711
29049,4.883957177
29051,1.303716374
29053,17.01587013
29055,4.115768332
29057,26.367136
29059,12.11519124
29061,24.08419836
29063,39.92207212
29065,12.85528802
29067,7.477753683
29069,13.1312866
29071,16.54015073
29073,27.15362161
29075,15.02990952
29077,6.592932238
29079,19.88466892
29081,46.80223715
29083,9.182652134
29085,0
29087,22.43661656
29089,0
29091,9.973868465
29093,0
29095,5.200684294
29097,10.90582069
29099,4.925323146
29101,16.76858238
29103,50.58680696
29105,19.72242101
29107,9.208216184
29109,41.97976575
29111,0
29113,10.80921377
29115,32.80517009
29117,0
29119,21.95042716
29121,13.10169536
29123,8.196586941
29125,0
29127,6.979487287
29129,27.34332276
29131,15.97188947
29133,21.7814306
29135,31.28676195
29137,11.56363468
29139,43.40051733
29141,14.88036189
29143,50.58965048
29145,10.31665245
29147,8.874295603
29149,9.340556697
29151,14.68450344
29153,0
29155,29.38652687
29157,26.05849611
29159,18.90046542
29161,35.79402329
29163,10.81408426
29165,10.12453174
29167,3.170376007
29169,5.701926111
29171,41.57312713
29173,29.33411558
29175,4.009880345
29177,4.374759388
29179,15.83230423
29181,14.60280374
29183,3.334576532
29185,10.6643916
29186,22.40043009
29187,0
29189,3.005457912
29195,21.64146158
29197,0
29199,40.90146836
29201,7.741855568
29203,12.13238862
29205,0
29207,3.386455532
29209,3.173273422
29211,31.62955466
29213,14.62774224
29215,15.59089492
29217,19.3436693
29219,11.77877112
29221,20.05599634
29223,7.509424328
29225,10.48635725
29227,0
29229,5.49897719
29510,6.098758806
30001,21.29607939
30003,37.33516525
30005,14.86988848
30007,51.47386843
30009,9.48820616
30011,0
30013,4.892164465
30015,51.85825411
30017,0
30019,57.28032993
30021,0
30023,10.98828649
30025,0
30027,17.73584236
30029,7.139127313
30031,7.642528378
30033,78.17385866
30035,21.86238358
30037,0
30039,61.26700159
30041,6.082799061
30043,16.98715771
30045,0
30047,6.719436642
30049,2.982457187
30051,0
30053,0
30055,0
30057,36.82156271
30059,54.16531253
30061,47.49916876
30063,2.587339973
30065,0
30067,6.167433484
30069,0
30071,0
30073,0
30075,57.0711106
30077,0
30079,0
30081,0
30083,8.814766497
30085,8.903768075
30087,54.1770506
30089,17.35900151
30091,28.09146581
30093,2.878708496
30095,0
30097,0
30099,16.49511745
30101,0
30103,0
30105,0
30107,0
30109,0
